コード,名称,市場,セクター,時価総額,発行株式数,株価,配当金,業種別PER,EPS,BPR
7862,トッパン・フォームズ,東証一部,その他製品,144095,115000000,1253,25.00,22.7,58.56,1500.70
7863,平賀,JQS,その他製品,2044,4015585,509,20.00,22.7,59.18,643.55
7864,フジシールインターナショナル,東証一部,その他製品,208461,60161956,3465,23.00,22.7,99.17,1463.19
7865,ピープル,JQS,その他製品,8507,4437500,1917,-,22.7,-,432.82
7867,タカラトミー,東証一部,その他製品,169568,96290850,1761,10.00,22.7,58.85,557.56
7868,廣済堂,東証一部,その他製品,12785,24922600,513,-,22.7,24.08,971.48
7869,日本フォームサービス,JQS,その他製品,1118,4020000,278,5.00,22.7,0.25,763.62
7870,福島印刷,名証二部,その他製品,2568,6000000,428,10.00,22.7,15.00,747.79
7871,フクビ化学工業,東証二部,化学,13903,20688425,672,15.00,17.6,60.63,1393.02
7872,As-meエステール,東証一部,その他製品,8434,11459223,736,24.00,22.7,45.54,1143.55
7873,アーク,東証一部,その他製品,36914,338657431,109,0.00,22.7,3.31,52.57
7874,レック,東証一部,化学,52420,19082670,2747,27.00,17.6,130.69,1411.88
7875,竹田印刷,名証二部,その他製品,6191,8781000,705,14.00,22.7,62.12,1855.26
7877,永大化工,JQS,化学,2789,7300000,382,10.00,17.6,24.48,989.07
7878,光・彩,JQS,その他製品,1034,396000,2612,40.00,22.7,-5.61,3026.42
7879,ノダ,東証二部,その他製品,21050,17339200,1214,20.00,22.7,152.28,1296.04
7883,サンメッセ,JQS,その他製品,9305,17825050,522,6.00,22.7,11.04,601.08
7885,タカノ,東証一部,その他製品,19588,15721000,1246,14.00,22.7,69.10,1823.75
7886,ヤマト・インダストリー,JQS,化学,2217,10171797,218,-,17.6,10.95,249.58
7887,南海プライウッド,東証二部,その他製品,6360,1009580,6300,80.00,22.7,826.92,17839.70
7888,三光合成,東証二部,化学,14077,25688569,548,10.00,17.6,51.01,587.30
7889,桑山,JQS,その他製品,6302,10331546,610,18.00,22.7,71.59,1554.09
7891,日本ユピカ,JQS,化学,3836,2750000,1395,20.00,17.6,100.09,2970.64
7893,プロネクサス,東証一部,その他製品,44849,33444451,1341,26.00,22.7,62.73,794.16
7894,丸東産業,福証,化学,4914,1590250,3090,30.00,17.6,403.16,3474.23
7895,中央化学,JQS,化学,9047,21040000,430,0.00,17.6,19.85,385.13
7896,セブン工業,東証二部,その他製品,3816,1557750,2450,30.00,22.7,201.40,3924.00
7897,ホクシン,東証一部,その他製品,6072,28373005,214,5.00,22.7,13.93,164.85
7898,ウッドワン,東証一部,その他製品,18129,9841969,1842,37.50,22.7,107.19,4436.22
7899,MICS化学,JQS,化学,2258,5850000,386,10.00,17.6,17.94,605.72
7901,マツモト,JQS,その他製品,1293,3813000,339,10.00,22.7,5.30,889.26
7902,ソノコム,JQS,その他製品,5650,5000000,1130,7.00,22.7,87.31,2046.80
7903,名古屋木材,名証二部,卸売,668,400000,1670,30.00,14.3,98.85,5456.77
7905,大建工業,東証一部,その他製品,74770,25175043,2970,70.00,22.7,232.34,2033.75
7906,ヨネックス,東証二部,その他製品,82480,93620800,881,5.00,22.7,34.94,403.41
7908,きもと,東証一部,化学,14241,54772564,260,5.00,17.6,8.97,381.59
7911,凸版印刷,東証一部,その他製品,803625,699412481,1149,20.00,22.7,66.80,1596.95
7912,大日本印刷,東証一部,その他製品,869288,324240346,2681,64.00,22.7,84.92,3393.33
7913,図書印刷,東証一部,その他製品,47275,43133904,1096,8.00,22.7,11.69,1553.91
7914,共同印刷,東証一部,その他製品,33329,9020000,3695,100.00,22.7,296.19,7245.53
7915,NISSHA,東証一部,その他製品,167488,49044872,3415,30.00,22.7,-,1613.72
7916,光村印刷,東証一部,その他製品,7864,3163420,2486,50.00,22.7,95.98,5603.40
7917,藤森工業,東証一部,化学,70905,19267760,3680,66.00,17.6,246.95,2876.36
7918,ヴィア・ホールディングス,東証一部,小売,24652,29917500,824,5.00,27.9,8.57,205.11
7919,野崎印刷紙業,東証二部,その他製品,3777,21460000,176,3.00,22.7,7.13,233.18
7921,宝印刷,東証一部,その他製品,22575,12936793,1745,50.00,22.7,98.41,1277.10
7922,三光産業,JQS,その他製品,3173,7378800,430,7.00,22.7,6.46,1342.32
7923,トーイン,JQS,その他製品,4330,6377500,679,15.00,22.7,3.83,1693.31
7925,前澤化成工業,東証一部,化学,19791,15732000,1258,30.00,17.6,66.35,2423.71
7927,ムトー精工,JQS,化学,8289,7739548,1071,0.00,17.6,83.49,1529.03
7928,旭化学工業,JQS,化学,3312,3896000,850,7.00,17.6,30.98,1312.89
7931,未来工業,名証二部,化学,47501,25607086,1855,32.00,17.6,89.60,2092.98
7932,ニッピ,JQS,その他製品,12177,2889000,4215,50.00,22.7,347.58,9514.67
7936,アシックス,東証一部,その他製品,344736,199962991,1724,23.50,22.7,68.48,1035.45
7937,ツツミ,東証一部,その他製品,39900,20080480,1987,30.00,22.7,34.70,3973.81
7938,リーガルコーポレーション,JQS,その他製品,9523,3250000,2930,70.00,22.7,316.86,4915.08
7939,研創,JQS,その他製品,1794,4022774,446,10.00,22.7,52.85,499.12
7940,ウェーブロックホールディングス,東証二部,化学,14579,11120538,1311,24.00,17.6,146.76,977.23
7942,JSP,東証一部,化学,114816,31413473,3655,50.00,17.6,224.75,2442.85
7943,ニチハ,東証一部,ガラス土石,162547,37324264,4355,55.00,18.9,270.46,1949.98
7945,コマニー,東証二部,その他製品,15581,9924075,1570,47.00,22.7,112.37,2419.10
7946,光陽社,東証二部,その他製品,2268,1400100,1620,0.00,22.7,83.48,1534.90
7947,エフピコ,東証一部,化学,262163,44284212,5920,81.00,17.6,269.71,2417.47
7949,小松ウオール工業,東証一部,その他製品,22330,10903240,2048,65.00,22.7,216.98,3203.60
7950,日本デコラックス,名証二部,化学,7055,8930000,790,28.00,17.6,73.85,1741.01
7951,ヤマハ,東証一部,その他製品,846224,197255025,4290,56.00,22.7,208.07,2022.74
7952,河合楽器製作所,東証一部,その他製品,21520,9011560,2388,50.00,22.7,187.06,2504.52
7953,菊水化学工業,東証二部,その他製品,6079,12744054,477,16.00,22.7,21.58,752.41
7955,クリナップ,東証一部,その他製品,32313,37442374,863,20.00,22.7,36.89,1438.28
7956,ピジョン,東証一部,その他製品,478098,121653486,3930,62.00,22.7,108.55,462.27
7957,フジコピアン,東証二部,その他製品,3194,1789487,1785,40.00,22.7,130.46,6390.59
7958,天馬,東証一部,化学,66167,27813026,2379,40.00,17.6,161.63,3091.30
7959,オリバー,名証二部,その他製品,20969,12976053,1616,25.00,22.7,161.79,2455.53
7961,兼松サステック,東証一部,その他製品,9535,4149200,2298,40.00,22.7,168.87,1580.10
7962,キングジム,東証一部,その他製品,33044,32459692,1018,14.00,22.7,44.33,712.89
7963,興研,JQS,その他製品,10989,5104003,2153,25.00,22.7,79.76,1827.56
7965,象印マホービン,東証二部,電気機器,73326,72600000,1010,22.00,22.4,91.76,961.08
7966,リンテック,東証一部,その他製品,227396,76564240,2970,66.00,22.7,187.11,2448.23
7970,信越ポリマー,東証一部,化学,85680,82623376,1037,12.00,17.6,63.31,884.92
7971,東リ,東証一部,化学,25930,66829249,388,10.00,17.6,42.96,540.96
7972,イトーキ,東証一部,その他製品,48598,52143948,932,13.00,22.7,48.30,1038.02
7974,任天堂,東証一部,その他製品,6179602,141669000,43620,190.00,22.7,374.82,10259.67
7975,リヒトラブ,東証二部,その他製品,3989,1907850,2091,50.00,22.7,147.28,5153.91
7976,三菱鉛筆,東証一部,その他製品,182187,64286292,2834,22.50,22.7,112.71,1435.18
7979,松風,東証一部,精密機器,21448,16114089,1331,20.00,21.6,60.36,1435.25
7980,重松製作所,JQS,その他製品,9950,7200000,1382,10.00,22.7,28.12,646.39
7981,タカラスタンダード,東証一部,その他製品,144251,73937194,1951,30.00,22.7,132.62,2083.49
7983,ミロク,東証二部,その他製品,8070,15027209,537,8.00,22.7,48.17,816.57
7984,コクヨ,東証一部,その他製品,250919,128742463,1949,27.00,22.7,117.53,1662.10
7985,ネポン,東証二部,金属製品,2839,12028480,236,2.00,16.2,11.69,161.09
7986,日本アイ・エス・ケイ,JQS,その他製品,3357,17760000,189,3.00,22.7,16.90,153.10
7987,ナカバヤシ,東証一部,その他製品,19897,28794294,691,18.00,22.7,61.37,820.42
7988,ニフコ,東証一部,化学,376281,53754477,7000,120.00,17.6,408.79,2562.84
7989,立川ブラインド工業,東証一部,金属製品,26141,20763600,1259,10.00,16.2,100.21,1667.61
7990,グローブライド,東証一部,その他製品,23496,12000000,1958,55.00,22.7,165.37,1698.27
7991,マミヤ・オーピー,東証二部,機械,11202,9358670,1197,50.00,16.8,54.30,1522.45
7992,セーラー万年筆,東証二部,その他製品,3243,12521961,259,0.00,22.7,13.35,145.31
7994,岡村製作所,東証一部,その他製品,140827,112391530,1253,24.00,22.7,80.79,1051.74
7995,日本バルカー工業,東証一部,化学,50460,18688733,2700,70.00,17.6,169.83,1691.50
7997,くろがね工作所,東証二部,その他製品,2793,1857113,1504,40.00,22.7,99.78,2600.27
7999,MUTOHホールディングス,東証一部,電気機器,14110,5481818,2574,35.00,22.4,54.50,4981.71
8001,伊藤忠商事,東証一部,卸売,3136210,1662889504,1886,64.00,14.3,256.80,1575.35
8002,丸紅,東証一部,卸売,1291985,1737940900,743.4,25.00,14.3,97.96,990.51
8005,スクロール,東証一部,小売,13509,34818050,388,10.00,27.9,35.27,669.68
8006,ユアサ・フナショク,東証二部,卸売,16016,4897723,3270,100.00,14.3,333.68,6448.40
8007,高島,東証一部,卸売,10065,4564573,2205,70.00,14.3,266.75,3293.30
8008,ヨンドシーホールディングス,東証一部,小売,90781,29331356,3095,65.00,27.9,217.55,1987.63
8011,三陽商会,東証一部,繊維製品,23529,12622934,1864,40.00,20.7,-103.43,3760.96
8012,長瀬産業,東証一部,卸売,240802,127408285,1890,35.00,14.3,99.11,2343.85
8013,ナイガイ,東証一部,繊維製品,4782,8217281,582,0.00,20.7,42.62,1103.48
8014,蝶理,東証一部,卸売,52176,25303478,2062,46.00,14.3,183.56,1920.24
8015,豊田通商,東証一部,卸売,1398523,354056516,3950,78.00,14.3,312.60,3101.78
8016,オンワードホールディングス,東証一部,繊維製品,159694,167921669,951,24.00,20.7,36.23,1111.53
8018,三共生興,東証一部,卸売,28380,60000000,473,15.00,14.3,24.30,788.44
8020,兼松,東証一部,卸売,122103,84500202,1445,35.00,14.3,142.50,1230.70
8022,美津濃,東証一部,その他製品,85582,26578243,3220,50.00,22.7,138.46,3479.92
8023,大興電子通信,東証二部,卸売,12524,12561219,997,-,14.3,32.27,261.90
8025,ツカモトコーポレーション,東証一部,卸売,5128,4069747,1260,30.00,14.3,225.86,2834.62
8028,ユニー・ファミリーマートホールディングス,東証一部,小売,812226,126712313,6410,112.00,27.9,244.82,4240.87
8029,ルック,東証一部,繊維製品,15448,38237067,404,5.00,20.7,31.44,521.08
8030,中央魚類,東証二部,卸売,12066,4315300,2796,60.00,14.3,135.16,5514.70
8031,三井物産,東証一部,卸売,2973231,1796514127,1655,60.00,14.3,181.41,2152.02
8032,日本紙パルプ商事,東証一部,卸売,68423,15021551,4555,100.00,14.3,355.42,5732.27
8035,東京エレクトロン,東証一部,電気機器,3091922,165210911,18715,497.00,22.4,993.44,3963.91
8036,日立ハイテクノロジーズ,東証一部,卸売,619136,137738730,4495,75.00,14.3,254.10,2648.25
8037,カメイ,東証一部,卸売,68681,37591969,1827,25.00,14.3,220.23,2746.59
8038,東都水産,東証一部,卸売,8128,4026000,2019,60.00,14.3,251.41,3600.53
8039,築地魚市場,東証二部,卸売,2746,2247520,1222,30.00,14.3,200.52,2753.03
8040,東京ソワール,東証二部,繊維製品,3879,19300000,201,6.00,20.7,-7.08,594.56
8041,OUGホールディングス,東証一部,卸売,15118,5562292,2718,60.00,14.3,271.85,3726.40
8043,スターゼン,東証一部,卸売,50354,9482921,5310,100.00,14.3,499.61,4665.01
8044,大都魚類,東証二部,卸売,3931,3162274,1243,30.00,14.3,174.69,2811.82
8045,横浜丸魚,JQS,卸売,4858,7261706,669,10.00,14.3,36.79,1867.50
8046,丸藤シートパイル,東証二部,卸売,13580,4000000,3395,80.00,14.3,239.02,7086.10
8050,セイコーホールディングス,東証一部,精密機器,103262,41404261,2494,75.00,21.6,121.31,2428.47
8051,山善,東証一部,卸売,116273,95305435,1220,30.00,14.3,98.11,814.61
8052,椿本興業,東証一部,卸売,18350,6497969,2824,55.00,14.3,284.46,3237.10
8053,住友商事,東証一部,卸売,1993461,1250602867,1594,50.00,14.3,184.24,1937.62
8056,日本ユニシス,東証一部,情報通信,201013,109663524,1833,40.00,23.8,109.66,908.85
8057,内田洋行,東証一部,卸売,36676,10419371,3520,75.00,14.3,213.75,3413.77
8058,三菱商事,東証一部,卸売,4100013,1590076851,2578.5,80.00,14.3,283.82,3150.35
8059,第一実業,東証一部,卸売,35476,11086400,3200,90.00,14.3,291.14,3649.28
8060,キヤノンマーケティングジャパン,東証一部,卸売,415168,151079972,2748,50.00,14.3,152.69,2190.00
8061,西華産業,東証一部,卸売,37040,13120650,2823,65.00,14.3,169.16,2170.03
8065,佐藤商事,東証一部,卸売,26093,21799050,1197,30.00,14.3,120.71,1900.69
8066,三谷商事,東証二部,卸売,139207,31602137,4405,38.00,14.3,377.78,4250.11
8068,菱洋エレクトロ,東証一部,卸売,55503,26800000,2071,60.00,14.3,44.89,2641.81
8070,東京産業,東証一部,卸売,14913,28678486,520,18.00,14.3,52.13,807.33
8071,東海エレクトロニクス,名証二部,卸売,7553,2360263,3200,100.00,14.3,265.12,5667.35
8072,日本出版貿易,JQS,卸売,1106,700000,1580,30.00,14.3,78.86,1978.10
8074,ユアサ商事,東証一部,卸売,94708,23155882,4090,100.00,14.3,363.63,2912.57
8075,神鋼商事,東証一部,卸売,25430,8860562,2870,90.00,14.3,417.88,5250.79
8076,カノークス,名証二部,卸売,12403,11103500,1117,37.00,14.3,115.82,1985.24
8077,小林産業,東証一部,卸売,11119,28007448,397,6.00,14.3,16.38,443.64
8078,阪和興業,東証一部,卸売,172929,42332640,4085,100.00,14.3,393.70,4235.85
8079,正栄食品工業,東証一部,卸売,100721,21159914,4760,40.00,14.3,199.41,2068.87
8081,カナデン,東証一部,卸売,37736,30310000,1245,30.00,14.3,99.52,1360.49
8084,菱電商事,東証一部,卸売,39282,22824977,1721,44.00,14.3,115.29,2818.36
8085,ナラサキ産業,東証二部,卸売,9240,26628000,347,10.00,14.3,51.26,471.30
8086,ニプロ,東証一部,精密機器,283080,171459479,1651,38.50,21.6,114.34,1039.80
8087,フルサト工業,東証一部,卸売,26161,14574366,1795,48.50,14.3,161.41,2535.57
8088,岩谷産業,東証一部,卸売,172185,50273005,3425,40.00,14.3,323.09,2770.02
8089,すてきナイスグループ,東証一部,卸売,15083,9656119,1562,40.00,14.3,63.96,4472.30
8090,昭光通商,東証一部,卸売,12737,112714687,113,0.00,14.3,12.79,55.09
8091,ニチモウ,東証一部,卸売,7590,3787400,2004,50.00,14.3,176.21,4329.62
8093,極東貿易,東証一部,卸売,11693,32479592,360,8.00,14.3,35.59,671.03
8095,イワキ,東証一部,卸売,15426,34357380,449,6.00,14.3,27.35,539.18
8096,兼松エレクトロニクス,東証一部,情報通信,95065,28633952,3320,90.00,23.8,199.31,1441.25
8097,三愛石油,東証一部,卸売,92371,71000000,1301,21.00,14.3,85.02,1179.90
8098,稲畑産業,東証一部,卸売,99948,63499227,1574,40.00,14.3,162.61,2327.37
8101,GSIクレオス,東証一部,卸売,10680,6464971,1652,30.00,14.3,123.98,2744.99
8103,明和産業,東証一部,卸売,20974,41780000,502,8.00,14.3,43.10,719.34
8104,クワザワ,札証,卸売,5217,8347248,625,10.00,14.3,90.34,1521.24
8105,堀田丸正,東証二部,卸売,22186,59640348,372,4.00,14.3,3.35,82.18
8107,キムラタン,東証一部,繊維製品,5519,89009310,62,0.00,20.7,0.06,13.70
8108,ヤマエ久野,福証,卸売,25444,20519212,1240,20.00,14.3,158.74,2260.99
8111,ゴールドウイン,東証一部,繊維製品,98274,11912043,8250,65.00,20.7,305.23,2798.11
8113,ユニ・チャーム,東証一部,化学,1644901,620834319,2649.5,18.00,17.6,83.24,611.92
8114,デサント,東証一部,繊維製品,113155,76924176,1471,23.00,20.7,75.66,946.22
8115,ムーンバット,東証二部,卸売,4941,5341733,925,30.00,14.3,96.82,1752.37
8117,中央自動車工業,東証二部,卸売,35375,20020000,1767,36.00,14.3,136.72,1174.08
8118,キング,東証一部,繊維製品,12287,24771561,496,14.00,20.7,36.83,1067.30
8119,三栄コーポレーション,JQS,卸売,10199,2552946,3995,120.00,14.3,544.13,5319.73
8123,川辺,JQS,卸売,3815,18610000,205,6.00,14.3,24.64,382.15
8125,ワキタ,東証一部,卸売,69136,52021297,1329,30.00,14.3,90.38,1706.96
8127,ヤマトインターナショナル,東証一部,繊維製品,9075,21302936,426,12.00,20.7,16.78,840.63
8129,東邦ホールディングス,東証一部,卸売,169533,78270142,2166,30.00,14.3,149.89,2767.79
8130,サンゲツ,東証一部,卸売,139025,67000000,2075,55.00,14.3,82.61,1606.78
8131,ミツウロコグループホールディングス,東証一部,卸売,55396,68137308,813,18.00,14.3,44.84,1189.97
8132,シナネンホールディングス,東証一部,卸売,37967,15150591,2506,75.00,14.3,177.17,3833.30
8133,伊藤忠エネクス,東証一部,卸売,139673,116881106,1195,32.00,14.3,92.04,965.86
8135,ゼット,東証二部,卸売,4061,20102000,202,2.00,14.3,7.66,432.95
8136,サンリオ,東証一部,卸売,167977,89065301,1886,55.00,14.3,56.57,593.07
8137,サンワテクノス,東証一部,卸売,30753,14438000,2130,28.00,14.3,165.96,1741.14
8138,三京化成,東証二部,卸売,4368,1560000,2800,85.00,14.3,246.73,7119.22
8139,ナガホリ,東証二部,卸売,4177,16773376,249,10.00,14.3,6.52,840.20
8140,リョーサン,東証一部,卸売,128393,28500000,4505,150.00,14.3,143.41,3861.93
8141,新光商事,東証一部,卸売,50009,24855283,2012,40.00,14.3,93.97,2474.53
8142,トーホー,東証一部,卸売,30206,11012166,2743,50.00,14.3,101.25,2261.13
8143,ラピーヌ,東証二部,繊維製品,2518,2767064,910,15.00,20.7,86.03,2290.13
8144,電響社,東証二部,卸売,9644,6665021,1447,40.00,14.3,122.94,4017.04
8145,中部水産,名証二部,卸売,5048,1926900,2620,80.00,14.3,89.83,7162.17
8147,トミタ,JQS,卸売,6226,6158000,1011,28.00,14.3,136.99,1364.75
8148,上原成商事,東証二部,卸売,20686,4810788,4300,42.50,14.3,177.93,10505.82
8150,三信電気,東証一部,卸売,49749,29281373,1699,25.00,14.3,24.84,2166.07
8151,東陽テクニカ,東証一部,卸売,27389,26085000,1050,22.00,14.3,36.42,1191.62
8152,ソマール,東証二部,卸売,5896,1958734,3010,30.00,14.3,180.17,5808.49
8153,モスフードサービス,東証一部,卸売,108354,32009910,3385,26.00,14.3,74.61,1513.24
8154,加賀電子,東証一部,卸売,98735,28702118,3440,60.00,14.3,200.47,2444.68
8155,三益半導体工業,東証一部,金属製品,65670,35497183,1850,28.00,16.2,84.97,1744.87
8157,都築電気,東証二部,卸売,27270,25677894,1062,20.00,14.3,94.55,1585.50
8158,ソーダニッカ,東証一部,卸売,14497,25168000,576,14.00,14.3,35.28,924.39
8159,立花エレテック,東証一部,卸売,48355,26025242,1858,32.00,14.3,146.60,2401.57
8160,木曽路,東証一部,小売,68957,25913889,2661,18.00,27.9,45.67,1107.25
8163,SRSホールディングス,東証一部,小売,30785,33209080,927,5.00,27.9,13.55,423.70
8165,千趣会,東証一部,小売,36300,52230393,695,0.00,27.9,-199.90,885.92
8166,タカキュー,東証一部,小売,5212,24470822,213,3.00,27.9,2.05,291.93
8167,リテールパートナーズ,東証二部,小売,52283,40373259,1295,18.00,27.9,101.76,1552.52
8168,ケーヨー,東証一部,小売,50028,65140184,768,12.50,27.9,21.49,652.40
8171,マックスバリュ中部,名証二部,小売,41160,31734623,1297,14.00,27.9,66.42,573.88
8173,上新電機,東証一部,小売,110387,28784033,3835,32.00,27.9,200.33,2862.18
8174,日本瓦斯,東証一部,小売,179920,48561525,3705,38.00,27.9,163.94,1581.64
8179,ロイヤルホールディングス,東証一部,小売,117517,40204189,2923,22.00,27.9,76.39,1272.10
8181,東天紅,東証一部,小売,5977,2572871,2323,-,27.9,38.93,3945.93
8182,いなげや,東証一部,小売,96277,52381447,1838,15.00,27.9,21.53,1120.55
8184,島忠,東証一部,小売,164702,51389104,3205,80.00,27.9,159.86,4247.57
8185,チヨダ,東証一部,小売,119088,41609996,2862,72.00,27.9,132.19,2096.32
8186,大塚家具,JQS,小売,17460,19400000,900,40.00,27.9,-360.41,1106.59
8190,ヤマナカ,名証二部,小売,17974,20425218,880,10.00,27.9,9.93,847.88
8191,光製作所,JQS,卸売,17952,3740000,4800,37.50,14.3,439.44,12643.33
8194,ライフコーポレーション,東証一部,小売,159337,53450800,2981,30.00,27.9,143.11,1390.91
8198,マックスバリュ東海,東証二部,小売,39558,17883300,2212,43.00,27.9,183.53,2596.89
8200,リンガーハット,東証一部,小売,63241,26067972,2426,20.00,27.9,67.57,777.76
8201,さが美,東証一部,小売,5554,40834607,136,0.00,27.9,2.90,153.60
8202,ラオックス,東証二部,小売,33061,66388103,498,0.00,27.9,-,671.74
8203,ミスターマックス・ホールディングス,東証一部,小売,27886,39611134,704,16.00,27.9,51.21,641.19
8205,シャクリー・グローバル・グループ,JQS,卸売,21228,2592000,8190,0.00,14.3,-27.16,10896.45
8207,テンアライド,東証一部,小売,11323,26579527,426,0.00,27.9,1.58,198.53
8208,エンチョー,JQS,小売,5993,13714995,437,10.00,27.9,14.62,667.91
8209,フレンドリー,東証二部,小売,2842,13599281,209,0.00,27.9,0.66,75.84
8214,AOKIホールディングス,東証一部,小売,138240,90649504,1525,44.00,27.9,87.23,1631.91
8215,銀座山形屋,JQS,小売,3113,1804471,1725,50.00,27.9,81.13,1907.70
8217,オークワ,東証一部,小売,50213,45237297,1110,26.00,27.9,33.61,1744.95
8218,コメリ,東証一部,小売,184447,54409168,3390,38.00,27.9,219.18,3143.00
8219,青山商事,東証一部,小売,229054,55394016,4135,170.00,27.9,236.28,4405.65
8225,タカチホ,JQS,卸売,1275,727500,1752,20.00,14.3,239.77,2671.00
8226,理経,東証二部,卸売,3320,15514721,214,2.00,14.3,1.98,264.75
8227,しまむら,東証一部,小売,473228,36913299,12820,230.00,27.9,946.84,9329.70
8228,マルイチ産商,名証二部,卸売,24786,23121000,1072,14.00,14.3,52.13,877.80
8230,はせがわ,東証一部,小売,9379,18646376,503,7.50,27.9,27.61,528.67
8233,高島屋,東証一部,小売,381472,355518963,1073,12.00,27.9,65.81,1203.51
8237,松屋,東証一部,小売,62562,53289640,1174,6.00,27.9,20.76,360.69
8242,エイチ・ツー・オーリテイリング,東証一部,小売,267931,125201396,2140,40.00,27.9,97.19,2198.07
8244,近鉄百貨店,東証一部,小売,149216,40437940,3690,-,27.9,64.39,801.77
8247,大和,東証二部,小売,3614,6003400,602,-,27.9,44.53,1484.82
8249,テクノアソシエ,東証二部,卸売,26388,20036400,1317,24.00,14.3,126.65,2318.11
8251,パルコ,東証一部,小売,153209,101462977,1510,23.00,27.9,73.92,1220.63
8252,丸井グループ,東証一部,小売,398858,233660417,1707,37.00,27.9,89.88,1205.21
8253,クレディセゾン,東証一部,その他金融,429305,185444772,2315,35.00,12.8,244.90,2785.49
8254,さいか屋,東証二部,小売,1662,3135314,530,0.00,27.9,12.82,530.32
8255,アクシアルリテイリング,東証一部,小売,106766,23388039,4565,68.00,27.9,248.47,2157.22
8256,プロルート丸光,JQS,卸売,6511,20473440,318,-,14.3,2.25,102.62
8257,山陽百貨店,JQS,小売,1167,810000,1441,0.00,27.9,105.90,2228.92
8260,井筒屋,東証一部,小売,5602,11480495,488,0.00,27.9,87.28,876.47
8267,イオン,東証一部,小売,1519765,871924572,1743,30.00,27.9,17.89,1341.81
8273,イズミ,東証一部,小売,429275,71665200,5990,70.00,27.9,369.80,2368.77
8274,東武ストア,東証一部,小売,19533,6362644,3070,50.00,27.9,71.05,3226.17
8275,フォーバル,東証一部,卸売,20217,27732622,729,20.00,14.3,66.68,311.55
8276,平和堂,東証一部,小売,146191,58546470,2497,37.00,27.9,184.94,2705.61
8278,フジ,東証一部,小売,108196,35300560,3065,20.00,27.9,164.44,2103.60
8279,ヤオコー,東証一部,小売,220876,40013722,5520,50.00,27.9,275.58,1990.01
8281,ゼビオホールディングス,東証一部,小売,105404,47911023,2200,35.00,27.9,74.05,2648.41
8282,ケーズホールディングス,東証一部,小売,290219,112053478,2590,55.00,27.9,187.19,1988.45
8283,PALTAC,東証一部,卸売,293617,63553485,4620,60.00,14.3,243.91,2686.42
8285,三谷産業,東証一部,卸売,24471,57176000,428,7.00,14.3,31.59,487.87
8287,マックスバリュ西日本,東証二部,小売,44327,26244509,1689,35.00,27.9,114.38,1866.85
8289,Olympicグループ,東証一部,小売,13896,23354223,595,15.00,27.9,26.12,1072.08
8291,日産東京販売ホールディングス,東証一部,小売,26921,66635063,404,8.00,27.9,49.81,548.17
8293,ATグループ,名証二部,小売,95700,35171051,2721,40.00,27.9,282.84,5510.07
8298,ファミリー,JQS,小売,2690,6529114,412,9.00,27.9,71.37,1022.31
8301,日本銀行（優先出資証券）,東証,銀行,37050,1000000,37050,-,10.5,-,-
8303,新生銀行,東証一部,銀行,498638,275034689,1813,10.00,10.5,197.03,3193.92
8304,あおぞら銀行,東証一部,銀行,511010,118289418,4320,184.00,10.5,368.65,3656.30
8306,三菱UFJフィナンシャル・グループ,東証一部,銀行,10209356,14027694920,727.8,18.00,10.5,-,1153.52
8308,りそなホールディングス,東証一部,銀行,1361468,2324118014,585.8,20.00,10.5,64.68,846.71
8309,三井住友トラスト・ホールディングス,東証一部,銀行,1658591,390348640,4249,130.00,10.5,392.12,6485.94
8316,三井住友フィナンシャルグループ,東証一部,銀行,6205163,1414443390,4387,160.00,10.5,446.77,7013.31
8324,第四銀行,東証一部,銀行,184207,34625347,5320,90.00,10.5,375.86,9367.44
8325,北越銀行,東証一部,銀行,62560,24514280,2552,60.00,10.5,187.91,4909.52
8331,千葉銀行,東証一部,銀行,714425,875521087,816,15.00,10.5,66.44,1153.22
8334,群馬銀行,東証一部,銀行,327231,460888177,710,12.00,10.5,61.92,1205.86
8336,武蔵野銀行,東証一部,銀行,119164,33805456,3525,80.00,10.5,316.48,7130.84
8337,千葉興業銀行,東証一部,銀行,37520,62222045,603,3.00,10.5,102.95,2387.72
8338,筑波銀行,東証一部,銀行,31453,82553721,381,5.00,10.5,39.98,1315.49
8341,七十七銀行,東証一部,銀行,215173,76655746,2807,45.00,10.5,256.34,6467.38
8342,青森銀行,東証一部,銀行,73844,20512161,3600,60.00,10.5,201.23,5847.17
8343,秋田銀行,東証一部,銀行,61699,18093643,3410,70.00,10.5,206.14,9628.29
8344,山形銀行,東証一部,銀行,87550,34000000,2575,35.00,10.5,138.06,4757.35
8345,岩手銀行,東証一部,銀行,86107,18497786,4655,70.00,10.5,257.34,11215.40
8346,東邦銀行,東証一部,銀行,106808,252500000,423,8.00,10.5,29.75,791.16
8349,東北銀行,東証一部,銀行,14274,9509963,1501,50.00,10.5,105.55,4064.33
8350,みちのく銀行,東証一部,銀行,34693,18135395,1913,40.00,10.5,171.28,5305.76
8354,ふくおかフィナンシャルグループ,東証一部,銀行,465991,859761868,542,15.00,10.5,57.05,840.04
8355,静岡銀行,東証一部,銀行,679321,645129069,1053,20.00,10.5,76.19,1581.85
8356,十六銀行,東証一部,銀行,147904,37924134,3900,80.00,10.5,240.81,8919.24
8358,スルガ銀行,東証一部,銀行,565955,232139248,2438,21.00,10.5,185.66,1503.07
