コード,名称,市場,セクター,時価総額,発行株式数,株価,配当金,業種別PER,EPS,BPR
2338,ファステップス,東証二部,情報通信,3441,5576987,617,0.00,23.8,-11.24,140.29
2340,極楽湯ホールディングス,JQS,サービス,13663,17813000,767,6.00,25.0,14.07,369.90
2341,アルバイトタイムス,JQS,サービス,7286,32237249,226,7.00,25.0,16.91,176.75
2342,トランスジェニック,東証マザ,サービス,8921,14624941,610,0.00,25.0,7.64,228.20
2344,平安レイサービス,JQS,サービス,14227,14667000,970,24.00,25.0,102.48,1276.38
2345,アイスタディ,東証二部,情報通信,2589,2002300,1293,5.00,23.8,20.30,523.86
2349,エヌアイデイ,JQS,情報通信,14879,4369830,3405,53.00,23.8,314.37,2709.28
2351,ASJ,東証マザ,情報通信,18890,7947100,2377,2.00,23.8,2.81,402.39
2352,エイジア,東証二部,情報通信,5381,4552400,1182,15.50,23.8,55.70,291.95
2353,日本駐車場開発,東証一部,不動産,57834,348398600,166,4.00,17.3,6.97,23.09
2354,安川情報システム,東証二部,情報通信,10911,18004300,606,6.00,23.8,-,77.10
2359,コア,東証一部,情報通信,26658,14834580,1797,20.00,23.8,62.70,601.14
2362,夢真ホールディングス,JQS,サービス,58615,74573440,786,35.00,25.0,18.64,157.54
2370,メディネット,東証マザ,サービス,13268,106143323,125,0.00,25.0,-21.14,52.03
2371,カカクコム,東証一部,サービス,335838,215005000,1562,32.00,25.0,73.92,149.23
2372,アイロムグループ,東証一部,サービス,18827,11493665,1638,0.00,25.0,113.92,486.46
2373,ケア21,JQS,サービス,9723,2474000,3930,60.00,25.0,309.03,1520.70
2374,セントケア・ホールディング,東証一部,サービス,22169,8272162,2680,38.01,25.0,148.81,1099.60
2375,スリープログループ,東証二部,サービス,7202,7130570,1010,-,25.0,26.15,372.09
2376,サイネックス,東証一部,サービス,6445,6470660,996,12.50,25.0,91.71,1082.05
2378,ルネサンス,東証一部,サービス,35703,21379000,1670,31.00,25.0,146.48,694.98
2379,ディップ,東証一部,サービス,170934,62000000,2757,43.00,25.0,126.31,307.03
2384,SBSホールディングス,東証一部,陸運,34277,39718200,863,17.00,20.5,100.71,841.92
2385,総医研ホールディングス,東証マザ,サービス,13445,26158200,514,1.00,25.0,10.70,166.98
2388,ウェッジホールディングス,JQG,その他金融,14759,35477600,416,0.00,12.8,-,345.81
2389,オプトホールディング,東証一部,サービス,27843,23817700,1169,-,25.0,42.74,636.48
2391,プラネット,JQS,サービス,13896,6632800,2095,40.00,25.0,73.14,575.65
2393,日本ケアサプライ,東証二部,サービス,20428,16342400,1250,36.00,25.0,70.79,709.10
2395,新日本科学,東証一部,サービス,21857,41632400,525,-,25.0,-36.03,421.02
2397,DNAチップ研究所,東証二部,サービス,5043,4237700,1190,0.00,25.0,-28.79,57.34
2398,ツクイ,東証一部,サービス,56157,72460800,775,10.00,25.0,38.82,277.17
2402,アマナ,東証マザ,サービス,4948,5408000,915,-,25.0,44.24,334.42
2404,鉄人化計画,東証二部,サービス,2441,6687200,365,0.00,25.0,9.18,2.54
2405,フジコー,東証二部,サービス,2125,4541000,468,12.00,25.0,44.04,471.68
2406,アルテサロンホールディングス,JQS,サービス,4248,5330000,797,10.00,25.0,43.95,475.31
2408,KG情報,JQS,サービス,5896,7398000,797,41.90,25.0,23.09,999.86
2410,キャリアデザインセンター,東証一部,サービス,11576,7054400,1641,33.00,25.0,108.77,446.06
2411,ゲンダイエージェンシー,JQS,情報通信,8278,15050000,550,25.00,23.8,39.87,367.11
2412,ベネフィット・ワン,東証二部,サービス,188612,90288000,2089,28.50,25.0,56.96,167.38
2413,エムスリー,東証一部,サービス,1063729,323814100,3285,-,25.0,57.14,209.40
2415,ヒューマンホールディングス,JQS,サービス,17942,10987200,1633,26.50,25.0,131.73,821.82
2417,ツヴァイ,東証二部,サービス,3171,3944400,804,30.00,25.0,10.14,968.53
2418,ツカダ・グローバルホールディング,東証一部,サービス,28103,48960000,574,10.00,25.0,58.70,677.78
2424,ブラス,東証一部,サービス,6212,5709300,1088,12.00,25.0,93.18,552.28
2425,ケアサービス,JQG,サービス,4276,4200000,1018,6.75,25.0,36.91,338.75
2427,アウトソーシング,東証一部,サービス,150990,101882500,1482,17.00,25.0,53.27,236.87
2428,ウェルネット,東証一部,サービス,23125,19400000,1192,50.00,25.0,-,460.36
2429,ワールドホールディングス,東証一部,サービス,56462,16879500,3345,63.20,25.0,210.46,899.26
2432,ディー・エヌ・エー,東証一部,サービス,374763,150810033,2485,-,25.0,-,1686.51
2433,博報堂DYホールディングス,東証一部,サービス,610733,388753986,1571,26.00,25.0,73.53,820.32
2435,シダー,JQS,サービス,3385,11476000,295,-,25.0,10.54,85.42
2436,共同ピーアール,JQS,サービス,1484,1260000,1178,0.00,25.0,136.62,682.32
2437,シンワアートオークション,JQS,サービス,3011,7150900,421,7.20,25.0,36.99,316.28
2438,アスカネット,東証マザ,サービス,30248,17464000,1732,10.00,25.0,32.29,270.34
2440,ぐるなび,東証一部,サービス,83965,48675100,1725,44.00,25.0,100.51,383.85
2445,エスアールジータカミヤ,東証一部,サービス,30196,45407600,665,11.00,25.0,39.81,283.95
2449,プラップジャパン,JQS,サービス,6869,4679010,1468,35.00,25.0,116.61,908.02
2453,ジャパンベストレスキューシステム,東証一部,サービス,16233,34685000,468,8.00,25.0,21.41,161.75
2454,オールアバウト,JQS,サービス,18122,13533700,1339,-,25.0,33.28,308.85
2458,夢テクノロジー,JQS,サービス,11891,12925200,920,20.00,25.0,9.49,204.36
2459,アウンコンサルティング,東証二部,サービス,2318,7502800,309,0.00,25.0,3.47,98.23
2461,ファンコミュニケーションズ,東証一部,サービス,89509,77766308,1151,19.00,25.0,59.30,228.26
2462,ライク,東証一部,サービス,42328,20041600,2112,20.00,25.0,74.61,360.68
2464,ビジネス・ブレークスルー,東証一部,サービス,8097,14255600,568,10.00,25.0,19.22,324.24
2467,バルクホールディングス,名証セント,サービス,1117,7494000,149,0.00,25.0,3.87,91.86
2468,フュートレック,東証二部,サービス,8159,9476200,861,3.00,25.0,6.44,331.20
2469,ヒビノ,JQS,サービス,19802,10265480,1929,30.00,25.0,134.87,862.27
2471,エスプール,JQS,サービス,9807,3153400,3110,18.00,25.0,108.38,404.58
2475,WDBホールディングス,東証一部,サービス,51815,20060000,2583,17.00,25.0,140.69,613.78
2477,手間いらず,東証マザ,サービス,11152,6476400,1722,10.00,25.0,56.98,378.24
2479,ジェイテック,JQG,サービス,1989,8572400,232,1.00,25.0,8.29,88.68
2480,システム・ロケーション,JQS,サービス,4209,3570000,1179,17.00,25.0,59.52,526.19
2481,タウンニュース社,JQS,サービス,2381,5575320,427,12.00,25.0,37.31,583.64
2483,翻訳センター,JQS,サービス,6755,1684500,4010,58.00,25.0,308.70,2063.56
2484,夢の街創造委員会,JQS,情報通信,66674,44390400,1502,-,23.8,11.81,66.65
2485,ティア,東証一部,サービス,18372,20167200,911,8.00,25.0,38.18,306.51
2487,CDG,東証一部,サービス,11475,6240000,1839,30.00,25.0,82.63,839.77
2488,日本サード・パーティ,JQS,サービス,6521,6015600,1084,17.00,25.0,19.66,314.71
2489,アドウェイズ,東証マザ,サービス,19918,41583500,479,2.35,25.0,5.68,276.94
2491,バリューコマース,東証一部,サービス,29025,34471000,842,9.00,25.0,26.72,202.52
2492,インフォマート,東証一部,サービス,105070,129715600,810,6.54,25.0,6.91,81.18
2493,イーサポートリンク,JQS,サービス,5217,4424800,1179,5.00,25.0,22.37,869.00
2497,ユナイテッド,東証マザ,サービス,75510,23670945,3190,-,25.0,-,411.70
2498,ACKグループ,JQS,サービス,8805,6080920,1448,20.00,25.0,135.05,1474.95
2499,日本和装ホールディングス,東証二部,サービス,2584,9002000,287,7.00,25.0,20.00,274.94
2501,サッポロホールディングス,東証一部,食料品,269476,78794298,3420,37.00,27.0,137.37,2058.13
2502,アサヒグループホールディングス,東証一部,食料品,2430503,483585862,5026,69.00,27.0,240.11,2091.80
2503,キリンホールディングス,東証一部,食料品,2510758,914000000,2747,41.00,27.0,124.92,944.40
2531,宝ホールディングス,東証一部,食料品,230109,217699743,1057,14.00,27.0,42.24,661.39
2533,オエノンホールディングス,東証一部,食料品,21316,65586196,325,7.00,27.0,15.59,304.22
2538,ジャパン・フード＆リカー・アライアンス,東証二部,食料品,8256,179478870,46,-,27.0,0.08,44.21
2540,養命酒製造,東証一部,食料品,36119,16500000,2189,40.00,27.0,51.04,2842.46
2551,マルサンアイ,名証二部,食料品,8312,2296176,3620,60.00,27.0,323.67,1924.89
2573,北海道コカ・コーラボトリング,東証二部,食料品,27879,38034493,733,12.00,27.0,43.80,1043.39
2579,コカ・コーラボトラーズジャパン,東証一部,食料品,794134,206268593,3850,44.00,27.0,143.42,2992.47
2586,フルッタフルッタ,東証マザ,食料品,1048,1416523,740,0.00,27.0,-230.07,23.51
2587,サントリー食品インターナショナル,東証一部,食料品,1603710,309000000,5190,74.00,27.0,152.10,1834.18
2588,プレミアムウォーターホールディングス,東証二部,食料品,26696,26803272,996,0.00,27.0,-41.83,27.91
2590,ダイドーグループホールディングス,東証一部,食料品,89967,16568500,5430,60.00,27.0,181.38,5168.07
2593,伊藤園,東証一部,食料品,344806,89212380,3865,40.00,27.0,157.85,1544.26
2594,キーコーヒー,東証一部,食料品,49462,22689000,2180,18.00,27.0,52.63,1603.03
2597,ユニカフェ,東証一部,食料品,14729,13869200,1062,8.00,27.0,21.75,540.67
2599,ジャパンフーズ,東証一部,食料品,7084,5100000,1389,27.00,27.0,165.88,1714.53
2602,日清オイリオグループ,東証一部,食料品,128444,34667857,3705,60.00,27.0,193.05,3719.78
2607,不二製油グループ本社,東証一部,食料品,263584,87569383,3010,44.00,27.0,145.42,1758.39
2608,ボーソー油脂,東証二部,食料品,2692,1606000,1676,50.00,27.0,16.60,3864.50
2612,かどや製油,東証一部,食料品,54520,9400000,5800,105.00,27.0,260.65,2527.39
2613,J-オイルミルズ,東証一部,食料品,68944,16754223,4115,90.00,27.0,222.44,5043.36
2651,ローソン,東証一部,小売,764286,100300000,7620,255.00,27.9,334.88,2836.59
2652,まんだらけ,東証二部,小売,4638,7236000,641,1.00,27.9,55.10,952.19
2653,イオン九州,JQS,小売,33853,18807119,1800,10.00,27.9,5.32,722.64
2654,アスモ,東証二部,卸売,10465,15145175,691,10.00,14.3,43.51,321.52
2655,マックスバリュ東北,東証二部,小売,17039,13127000,1298,0.00,27.9,34.67,308.99
2656,ベクター,JQS,小売,8152,14007000,582,-,27.9,-,105.26
2659,サンエー,東証一部,小売,165665,31981654,5180,47.00,27.9,312.67,3272.39
2664,カワチ薬品,東証一部,小売,67113,24583420,2730,45.00,27.9,206.26,3912.11
2666,オートウェーブ,JQS,小売,1850,14451000,128,0.00,27.9,7.61,194.99
2667,イメージワン,JQS,卸売,2109,5021100,420,0.00,14.3,5.48,160.52
2668,タビオ,東証二部,卸売,7352,6813880,1079,30.00,14.3,15.71,806.36
2669,カネ美食品,JQS,小売,33400,10000000,3340,60.00,27.9,23.37,2634.65
2670,エービーシー・マート,東証一部,小売,471260,82532416,5710,120.00,27.9,348.11,2792.02
2673,夢みつけ隊,JQS,小売,1569,10458000,150,0.00,27.9,5.93,169.63
2674,ハードオフコーポレーション,東証一部,小売,15949,13954000,1143,40.00,27.9,77.89,950.74
2675,ダイナック,東証二部,小売,12125,7033000,1724,12.00,27.9,62.56,611.85
2676,高千穂交易,東証一部,卸売,11423,10171800,1123,24.00,14.3,69.61,1472.68
2678,アスクル,東証一部,小売,171304,55259400,3100,36.00,27.9,29.47,898.87
2681,ゲオホールディングス,東証一部,小売,81902,48291200,1696,34.00,27.9,93.35,1420.41
2683,魚喜,東証二部,小売,3719,2555856,1455,0.00,27.9,7.83,133.27
2685,アダストリア,東証一部,小売,124733,48800000,2556,75.00,27.9,233.83,1205.45
2686,ジーフット,東証一部,小売,32029,42534600,753,20.00,27.9,31.75,613.74
2687,シー・ヴイ・エス・ベイエリア,東証一部,小売,3570,5064000,705,10.00,27.9,4.05,444.86
2689,カワニシホールディングス,東証二部,卸売,9894,6250000,1583,30.00,14.3,127.26,942.77
2692,伊藤忠食品,東証一部,卸売,64447,13032690,4945,75.00,14.3,260.10,6344.31
2693,YKT,JQS,卸売,4608,11906880,387,5.00,14.3,8.41,473.61
2694,ジー・テイスト,JQS,小売,16355,197051738,83,-,27.9,0.94,51.35
2695,くらコーポレーション,東証一部,小売,108674,20699800,5250,30.00,27.9,229.35,1676.13
2698,キャンドゥ,東証一部,小売,29365,16770200,1751,17.00,27.9,56.87,732.49
2700,木徳神糧,JQS,卸売,5945,8530000,697,10.00,14.3,110.42,1089.28
2702,日本マクドナルドホールディングス,JQS,小売,644856,132960000,4850,30.00,27.9,150.42,876.13
2703,日本ライトン,JQS,卸売,3748,12451300,301,2.00,14.3,5.62,213.70
2705,大戸屋ホールディングス,JQS,小売,14702,7200000,2042,25.00,27.9,41.67,593.07
2706,ブロッコリー,JQS,小売,23969,43738211,548,4.00,27.9,11.43,197.84
2708,久世,JQS,卸売,3564,3882500,918,12.00,14.3,132.38,1489.16
2714,プラマテルズ,JQS,卸売,6857,8550000,802,17.00,14.3,62.00,1102.67
2715,エレマテック,東証一部,卸売,50343,21152473,2380,58.00,14.3,190.49,2201.16
2719,キタムラ,東証二部,小売,15480,20918252,740,20.00,27.9,37.07,857.66
2721,ジェイホールディングス,JQS,卸売,1550,1997500,776,0.00,14.3,93.16,70.93
2722,アイケイ,JQS,小売,17548,1952000,8990,40.00,27.9,284.47,1070.80
2726,パルグループホールディングス,東証一部,小売,69871,23136000,3020,70.00,27.9,184.55,1721.17
2729,JALUX,東証一部,卸売,32896,12775000,2575,-,14.3,213.54,1581.89
2730,エディオン,東証一部,小売,121526,112005636,1085,26.00,27.9,93.47,1557.87
2733,あらた,東証一部,卸売,85204,17406314,4895,70.00,14.3,350.98,4140.01
2734,サーラコーポレーション,東証一部,小売,54352,66041147,823,17.00,27.9,56.36,890.22
2735,ワッツ,東証一部,小売,16108,13958800,1154,15.00,27.9,68.28,728.79
2736,サダマツ,JQS,小売,2905,11620000,250,0.20,27.9,8.71,142.35
2737,トーメンデバイス,東証一部,卸売,20222,6802000,2973,60.00,14.3,183.78,3916.80
2742,ハローズ,東証一部,小売,50694,19864600,2552,24.00,27.9,157.04,1371.92
2743,ピクセルカンパニーズ,JQS,卸売,3139,12456600,252,0.00,14.3,-,172.63
2747,北雄ラッキー,JQS,小売,3851,6323201,609,10.00,27.9,34.81,742.24
2749,JPホールディングス,東証一部,サービス,34788,87849400,396,3.00,25.0,9.16,81.01
2750,石光商事,JQS,卸売,3432,8000000,429,10.00,14.3,58.38,990.38
2751,テンポスバスターズ,JQS,卸売,28100,14314800,1963,8.00,14.3,113.80,648.24
2752,フジオフードシステム,JQS,小売,39296,21916130,1793,17.50,27.9,61.79,381.73
2753,あみやき亭,東証一部,小売,34792,6848800,5080,100.00,27.9,316.84,2872.91
2754,東葛ホールディングス,JQS,小売,2415,4840000,499,10.00,27.9,62.42,772.17
2760,東京エレクトロンデバイス,東証一部,卸売,22165,10445500,2122,60.00,14.3,119.02,2262.87
2761,トシン・グループ,JQS,卸売,35642,11405400,3125,54.00,14.3,209.35,4083.93
2762,三光マーケティングフーズ,東証二部,小売,14329,14387000,996,16.00,27.9,-6.95,539.42
2763,エフティグループ,JQS,卸売,33467,36298200,922,40.00,14.3,79.76,344.64
2764,ひらまつ,東証一部,小売,30329,48604200,624,16.02,27.9,53.41,124.60
2767,フィールズ,東証一部,卸売,38274,34700000,1103,50.00,14.3,0.00,1174.73
2768,双日,東証一部,卸売,400480,1251499501,320,10.00,14.3,39.97,451.64
2769,ヴィレッジヴァンガードコーポレーション,JQS,小売,8555,7700500,1111,14.00,27.9,-5.06,933.32
2772,ゲンキー,東証一部,小売,63884,15338200,4165,20.00,27.9,238.97,1076.31
2773,ミューチュアル,JQS,卸売,6660,7620320,874,25.00,14.3,76.88,1276.46
2776,新都ホールディングス,JQS,卸売,1098,9002000,122,0.00,14.3,-,-21.69
2777,カッシーナ・イクスシー,JQS,卸売,3887,4091100,950,30.00,14.3,71.16,1032.35
2778,パレモ・ホールディングス,JQS,小売,4507,12051384,374,3.00,27.9,74.73,243.05
2780,コメ兵,東証二部,小売,19452,11257000,1728,30.00,27.9,73.02,1654.54
2782,セリア,JQS,小売,474000,75840000,6250,25.00,27.9,151.64,671.57
2784,アルフレッサホールディングス,東証一部,卸売,517744,235017600,2203,38.00,14.3,137.99,1829.78
2788,アップルインターナショナル,東証二部,卸売,4872,13841400,352,0.00,14.3,45.36,521.00
2789,カルラ,JQS,小売,2770,6021112,460,10.00,27.9,19.98,532.68
2790,ナフコ,JQS,小売,51825,29784400,1740,38.00,27.9,188.02,4554.05
2791,大黒天物産,東証一部,小売,75072,14464700,5190,25.00,27.9,259.36,2198.19
